species_code,source,gear,year,q,lat,lon,location,ICES,depth_m,bottom,minutes,bottom_c,bottom_nr,shells,ross,remark,book,ostrea_edulis_pres,ostrea_edulis_shell_pres
B335,H,B,1905,2,52.63,3.52,,34F3,29.26,fgs,305,fs,3,0,0,,,0,0
B336,H,B,1905,2,52.85,3.48,,34F3,29.26,fgs,315,fs,3,0,0,,,0,0
B337,H,B,1905,2,52.72,3.62,,34F3,29.26,fgs,310,fs,3,0,0,,,0,0
B338,H,B,1905,2,52.8,3.58,,34F3,31.09,fgs,300,fs,3,0,0,,,0,0
B339,H,B,1905,2,52.83,3.28,,34F3,29.26,fgs,300,fs,3,0,0,,,0,0
B340,H,B,1905,2,52.82,2.93,,34F2,34.75,fgs,300,fs,3,0,0,,,0,0
B341,H,B,1905,2,52.88,2.52,,34F2,36.58,fgs,360,fs,3,0,0,,,0,0
B342,H,B,1905,2,52.72,2.42,,34F2,43.89,cs & ross,300,cs,5,0,1,,,0,0
B343,H,B,1905,2,52.58,2.65,,34F2,47.55,cs & ross,300,cs,5,0,1,,,0,0
B345,H,B,1905,3,54.02,-0.17,,3.70E+10,27.43,fds,120,fs,3,0,0,,,0,0
B346,H,B,1905,3,56.03,1.07,,41F1,58.52,fsm,60,fs,3,0,0,,,0,0
B347,H,B,1905,3,53.25,2.45,,35F2,27.43,fs,120,fs,3,0,0,,,0,0
B348,H,B,1905,3,53.33,2.4,,35F2,27.43,fds,120,fs,3,0,0,,,0,0
B349,H,B,1905,3,53.3,2.45,,35F2,31.09,fgs,120,fs,3,0,0,,,0,0
B350,H,B,1905,3,53.35,2.38,,35F2,27.43,fgs,120,fs,3,0,0,,,0,0
B351,H,B,1905,3,53.3,2.35,,35F2,20.12,fgs,120,fs,3,0,0,,,0,0
B352,H,B,1905,3,53.35,2.45,,35F2,25.6,fgs,120,fs,3,0,0,,,0,0
B353,H,B,1905,3,53.35,2.37,,35F2,29.26,fgs,120,fs,3,0,0,,,0,0
B354,H,B,1905,3,53.27,2.45,,35F2,25.6,fgs,120,fs,3,0,0,,,0,0
B355,H,B,1905,3,53.2,3.75,,35F3,27.43,fgs,120,fs,3,0,0,,,0,0
B356,H,B,1905,3,53.13,3.73,,35F3,27.43,fgs,120,fs,3,0,0,,,0,0
B358,H,B,1905,3,53.18,3.68,,35F3,27.43,fgs,120,fs,3,0,0,,,0,0
B359,H,B,1905,3,52.33,1.82,,33F1,25.6,cs,120,fs,5,0,0,,,0,0
B360,H,B,1905,3,52.3,1.8,,33F1,21.95,cs gvl,120,csgr,5.5,0,0,,,0,0
B361,H,B,1905,3,52.28,1.77,,33F1,21.95,cs & m,120,mcs,3.5,0,0,,,0,0
B362,H,B,1905,3,52.3,1.78,,33F1,21.95,cs & st,120,csst,6,0,0,,,0,0
B363,H,B,1905,3,52.87,2.95,,34F2,36.58,fs,120,fs,3,0,0,,,0,0
B364,H,B,1905,3,52.83,2.95,,34F2,40.23,fs,120,fs,3,0,0,,,0,0
B365,H,B,1905,3,52.82,2.95,,34F2,40.23,fs,120,fs,3,0,0,,,0,0
B366,H,B,1905,3,52.82,2.93,,34F2,36.58,fs,120,fs,3,0,0,,,0,0
B367,H,B,1905,3,52.8,2.3,,34F2,45.72,s.blk.m,120,ms,3,0,0,,,0,0
B368,H,B,1905,3,52.85,2.25,,34F2,47.55,blk.spk.s,120,s,4,0,0,,,0,0
B369,H,B,1905,3,52.85,2.22,,34F2,43.89,fs,60,fs,3,0,0,,,0,0
B370,H,B,1905,3,52.87,2.28,,34F2,43.89,cs,90,fs,5,0,0,,,0,0
B371,H,B,1905,3,53.3,0.32,,35F0,12.8,gvl,60,gr,6,0,0,,,0,0
B372,H,B,1905,3,53.35,0.35,,35F0,14.63,s.gvl,165,sgr,5,0,0,,,0,0
B373,H,B,1905,3,53.48,7.27,,35F7,29.26,fgs,120,fs,3,0,0,,,0,0
B374,H,B,1905,3,53.18,3.05,,35F3,29.26,fdgs,120,fs,3,0,0,,,0,0
B375,H,B,1905,3,53.22,2.95,,35F2,29.26,fdgs,120,fs,3,0,0,,,0,0
B376,H,B,1905,3,52.73,4.55,,34F4,16.46,fg.spk.s,120,fs,3,0,0,,,0,0
B377,H,B,1905,3,52.87,4.52,,34F4,18.29,fgs,120,fs,3,0,0,,,0,0
B378,H,B,1905,3,52.33,2.02,,33F2,31.09,c.br.s,120,cs,5,0,0,,,0,0
B379,H,B,1905,3,52.33,1.98,,33F1,32.92,cs & sh,120,cs,5,1,0,,,0,0
B380,H,B,1905,3,52.1,2.53,,33F2,49.38,fgs,240,fs,3,0,0,,,0,0
B381,H,B,1905,3,52.23,2.75,,33F2,42.06,fgs,240,fs,3,0,0,,,0,0
B382,H,B,1905,3,52.37,2.8,,33F2,45.72,fgs,240,fs,3,0,0,,,0,0
B384,H,B,1905,3,52.65,2.95,,34F2,36.58,fgs,300,fs,3,0,0,,,0,0
B385,H,B,1905,3,52.3,2.63,,33F2,42.06,fgs,300,fs,3,0,0,,,0,0
B386,H,B,1905,3,52.43,2.78,,33F2,43.89,fgs,300,fs,3,0,0,,,0,0
B387,H,B,1905,3,52.63,2.7,,34F2,43.89,fgs.blk.clay,300,fs,3,0,0,,,0,0
B388,H,B,1905,3,52.78,2.52,,34F2,43.89,fgs,300,fs,3,0,0,,,0,0
B389,H,B,1905,3,53.28,2.6,,35F2,31.09,fgs,120,fs,3,0,0,,,0,0
B390,H,B,1905,3,53.22,3.07,,35F3,29.26,fgs,330,fs,3,0,0,,,0,0
B391,H,B,1905,3,53.42,2.97,,35F2,29.26,fgs,300,fs,3,0,0,,,0,0
B392,H,B,1905,3,53.22,1.83,,35F1,31.09,s & ross,120,s,4,0,1,,,0,0
B394,H,B,1905,3,52.72,2.35,,34F2,43.89,s & ross,300,s,4,0,1,,,0,0
B395,H,B,1905,3,52.95,2.3,,34F2,42.06,s & ross,300,s,4,0,1,,,0,0
B396,H,B,1905,3,52.72,2.42,,34F2,45.72,s & ross,270,s,4,0,1,,,0,0
B397,H,B,1905,4,54.08,0.68,,37F0,51.21,fdgs,240,fs,3,0,0,,,0,0
B398,H,B,1905,4,51.42,1.47,,31F1,14.63,sm,90,ms,3,0,0,,,0,0
O1,H,O,1902,4,54.65,2.13,,38F2,22,"s, sh",135,s,4,1,0,,,0,0
O2,H,O,1902,4,54.68,2.82,,38F2,33,fs,90,fs,3,0,0,,,0,0
O3,H,O,1902,4,53.78,6,,36F6,29,fs,120,fs,3,0,0,,,0,0
O4,H,O,1902,4,53.52,5.72,,36F5,20,fs,60,fs,3,0,0,foul haul? Board capsized?,,0,0
O6,H,O,1902,4,52.73,3.53,,34F3,29,fs,60,fs,3,0,0,,,0,0
O7,H,O,1902,4,52.67,3.35,,34F3,37,fs,135,fs,3,0,0,,,0,0
O8,H,O,1902,4,52.5,4.23,,34F4,22,fs,120,fs,3,0,0,,,0,0
O9,H,O,1902,4,52.53,3.95,,34F3,26,fs,420,fs,3,0,0,,,0,0
O10,H,O,1902,4,53.68,5.47,,36F5,29,fs,235,fs,3,0,0,,,0,0
O11,H,O,1902,4,53.7,5.5,,36F5,27,fs,75,fs,3,0,0,,,0,0
O12,H,O,1902,4,53.65,5.5,,36F5,26,fs,65,fs,3,0,0,,,0,0
O13,H,O,1902,4,53.6,5.5,,36F5,24,fs,70,fs,3,0,0,,,0,0
O14,H,O,1902,4,53.65,5,,36F5,38,fs,300,fs,3,0,0,,,0,0
O15,H,O,1902,4,53.77,4.78,,36F4,40,m,270,m,2,0,0,,,0,0
O16,H,O,1902,4,53.83,4.73,,36F4,42,m,420,m,2,0,0,,,0,0
O17,H,O,1902,4,53.83,4.6,,36F4,40,m,165,m,2,0,0,,,0,0
O18,H,O,1902,4,53.9,4.73,,36F4,42,"s,m",180,ms,3,0,0,,,1,0
O19,H,O,1903,1,53.85,4.92,,36F4,38,fgs,180,fs,3,0,0,carried away port brake o,,1,0
O20,H,O,1903,1,52.28,2.52,,33F2,44,fgs,180,fs,3,0,0,,,0,0
O21,H,O,1903,1,52.4,2.62,,33F2,44,fs,180,fs,3,0,0,,,0,0
O22,H,O,1903,1,52.38,2.53,,33F2,44,fgs,380,fs,3,0,0,,,0,0
O23,H,O,1903,1,52.38,2.53,,33F2,44,fgs,285,fs,3,0,0,,,0,0
O27,H,O,1903,1,53.7,4.07,,36F4,37,"fgs,m",330,mfs,2.5,0,0,,,0,0
O28,H,O,1903,1,53.93,4.22,,36F4,42,"s,m",300,ms,3,0,0,,,0,0
O31,H,O,1903,1,52.5,2.02,,34F2,33,"ross,gr",330,gr,6,0,1,,,0,0
O32,H,O,1903,1,52.47,2.05,,33F2,35,cs,235,cs,5,0,0,,,0,0
O33,H,O,1903,1,53.78,2.58,,36F2,55,m,195,m,2,0,0,,,0,0
O34,H,O,1903,1,54.05,2.32,,37F2,59,"s,m",345,ms,3,0,0,,,0,0
O35,H,O,1903,1,54.52,3.22,,38F3,42,fgs,170,fs,3,0,0,,,0,0
O36,H,O,1903,1,54.58,3.38,,38F3,41,ooze,170,m,3,0,0,,,0,0
O37,H,O,1903,1,54.87,3.48,,38F3,44,fgs,255,fs,3,0,0,,,0,0
O38,H,O,1903,1,55.08,3.78,,39F3,44,"fs, ooze",230,mfs,2,0,0,,,0,0
O39,H,O,1903,1,55.22,3.88,,39F3,40,"s, sh",210,s,4,1,0,trawl split,,0,0
O40,H,O,1903,1,55.45,3.8,,39F3,38,"fgs, s, sh",300,fs,3,1,0,,,0,0
O41,H,O,1903,1,55.7,3.62,,40F3,46,"s, clay",270,ms,3,0,0,,,0,0
O42,H,O,1903,1,55.63,3.52,,40F3,40,"s,sh",325,s,4,1,0,,,0,0
O43,H,O,1903,1,55.52,3.38,,40F3,35,fs,300,fs,3,0,0,,,0,0
O44,H,O,1903,1,55.38,3.12,,39F3,31,"s, sh",330,s,4,1,0,,,0,0
O45,H,O,1903,1,55.27,2.78,,39F2,31,"s, sh",330,s,4,1,0,,,0,0
O47,H,O,1903,1,51.87,2.78,,32F2,37,fs,370,fs,3,0,0,trawl foul,,0,0
O48,H,O,1903,1,52.13,2.13,,33F2,40,cs,105,fs,5,0,0,,,1,0
O49,H,O,1903,1,52.17,2.17,,33F2,44,cs,105,fs,5,0,0,,,0,0
O50,H,O,1903,2,54.23,0.22,,37F0,55,"gr, sh",60,gr,6,1,0,very rich in nearly all invertebrate groups,,0,0
O51,H,O,1903,2,54.33,0.3,,37F0,60,m,210,m,2,0,0,net split,,0,0
O52,H,O,1903,2,54.03,0.42,,37F0,62,m,285,m,2,0,0,,,0,0
O53,H,O,1903,2,54.52,-0.37,,3.80E+10,62,fs,240,fs,3,0,0,split net belly,,0,0
O54,H,O,1903,2,54.77,-0.5,,3.80E+10,60,fds,240,fs,3,0,0,,,0,0
O55,H,O,1903,2,54.75,1.77,,38F1,24,fds,180,fs,3,0,0,,,0,0
O56,H,O,1903,2,54.82,1.87,,38F1,24,fgs,240,fs,3,0,0,belly split,,0,0
O57,H,O,1903,2,54.85,1.92,,38F1,27,fgs,360,fs,3,0,0,fore-wing split,,0,0
O58,H,O,1903,2,54.82,2.07,,38F2,26,fgs,300,fs,3,0,0,,,0,0
O59,H,O,1903,2,54.75,3.22,,38F3,38,fgs,315,fs,3,0,0,,,0,0
O60,H,O,1903,2,54.48,2.95,,37F2,33,fgs,300,fs,3,0,0,,,0,0
O61,H,O,1903,2,54.47,2.78,,37F2,29,fds,240,fs,3,0,0,,,0,0
O62,H,O,1903,2,54.45,2.78,,37F2,27,fgs,240,fs,3,0,0,,,0,0
O63,H,O,1903,2,54.47,2.83,,37F2,33,fgs,420,fs,3,0,0,,,0,0
O64,H,O,1903,2,53.62,2.72,,36F2,29,fgs,240,fs,3,0,0,,,0,0
O65,H,O,1903,2,53.48,2.55,,35F2,24,fbrs,420,fs,3,0,0,,,0,0
O66,H,O,1903,2,53.4,2.52,,35F2,22,fgs,240,fs,3,0,0,,,0,0
O67,H,O,1903,2,53.42,2.48,,35F2,27,fgs,240,fs,3,0,0,,,0,0
O80,H,O,1903,2,54.17,8,,37F8,37,ooze,90,m,1,0,0,,,0,0
O81,H,O,1903,2,55.47,4.83,,39F4,40,fls,60,fs,3,0,0,,,0,0
O82,H,O,1903,2,55.42,2.83,,39F2,37,fs & sh,120,fs,3,1,0,,,0,0
O84,H,O,1903,2,55.13,1.33,,39F1,59,fds,360,fs,3,0,0,mast -rigging&anchor hoved,,0,0
O85,H,O,1903,2,54.72,0.97,,38F0,69,fds,420,fs,3,0,0,had net all to pieces,,0,0
O86,H,O,1903,3,55,1.05,,39F1,62,fds,345,fs,3,0,0,,,0,0
O87,H,O,1903,3,55.02,0.87,,39F0,64,fds,270,fs,3,0,0,badly torn net,,0,0
O88,H,O,1903,3,53.48,2.43,,35F2,31,fgs,120,fs,3,0,0,,,0,0
O89,H,O,1903,3,53.37,2.52,,35F2,29,fgs,120,fs,3,0,0,,,0,0
O90,H,O,1903,3,52.93,3.52,,34F3,29,fgs,120,fs,3,0,0,,,0,0
O93,H,O,1903,3,52.75,2.37,,34F2,46,fds,120,fs,3,0,0,,,0,0
O94,H,O,1903,3,53.07,2.45,,35F2,37,fds,300,fs,3,0,0,,,0,0
O95,H,O,1903,3,53.13,2.52,,35F2,33,fs,360,fs,3,0,0,,,0,0
O97,H,O,1903,3,53.2,2.45,,35F2,29,fds,300,fs,3,0,0,,,0,0
O99,H,O,1903,3,53.23,2.58,,35F2,29,fds,300,fs,3,0,0,,,0,0
O100,H,O,1903,3,53.4,2.75,,35F2,31,fds,300,fs,3,0,0,,,0,0
O102,H,O,1903,3,53.5,2.87,,35F2,35,fds,345,fs,3,0,0,,,0,0
O103,H,O,1903,3,53.23,3.82,,35F3,26,"fds, m",180,mfs,2.5,0,0,,,0,0
O104,H,O,1903,3,53.7,4.85,,36F4,31,fds,420,fs,3,0,0,,,1,0
O105,H,O,1903,3,53.7,4.85,,36F4,31,fds,120,fs,3,0,0,,,1,0
O106,H,O,1903,3,53.63,4.85,,36F4,31,fds,90,fs,3,0,0,,,1,0
O107,H,O,1903,3,54.83,8,,38F8,15,fds,120,fs,3,0,0,,,0,0
O110,H,O,1903,3,54.08,8,,37F8,38,fds,175,fs,3,0,0,,,0,0
O111,H,O,1903,3,55.35,6.37,,39F6,44,m,300,m,2,0,0,,,0,0
O112,H,O,1903,3,55.43,6.12,,39F6,49,"fs, m",180,mfs,2.5,0,0,,,1,0
O114,H,O,1903,3,53.73,3.83,,35F3,40,"fs, m",240,mfs,2.5,0,0,,,0,0
O115,H,O,1903,3,53.65,4.4,,36F4,37,m,90,m,2,0,0,,,0,0
O118,H,O,1903,4,56.6,-1.5,,4.20E+09,64,ds &  sh,195,s,4,1,0,,,0,0
O120,H,O,1903,4,55.57,8,,40F8,16,fs,115,fs,3,0,0,,,0,0
O121,H,O,1903,4,55.42,8.08,,39F8,13,fs,75,fs,3,0,0,,,0,0
O122,H,O,1903,4,52.32,2.78,,33F2,40,fgs,180,fs,3,0,0,,,0,0
O159,H,O,1904,1,50.5,-2.88,,2.90E+08,36.58,"spk, s",150,s,4,0,0,,,0,0
O160,H,O,1904,1,54.55,2.67,,38F2,20.12,fs,360,fs,3,0,0,,,0,0
O161,H,O,1904,1,54.53,2.88,,38F2,29.26,fs,420,fs,3,0,0,,,0,0
O162,H,O,1904,1,54.53,2.92,,38F2,29.26,fs,390,fs,3,0,0,,,0,0
O163,H,O,1904,1,54.55,2.73,,38F2,27.43,fs,150,fs,3,0,0,,,0,0
O164,H,O,1904,1,54.65,2.33,,38F2,21.95,fs,340,fs,3,0,0,,,0,0
O165,H,O,1904,1,54.53,2.23,,38F2,20.12,fls,120,fs,3,0,0,,,0,0
O166,H,O,1904,1,54.92,2.48,,38F2,21.95,fs,360,fs,3,0,0,,,0,0
O172,H,O,1904,1,51.63,2.58,,32F2,20.12,fs & sh,300,fs,3,1,0,,,0,0
O173,H,O,1904,1,54.58,2.88,,38F2,23.77,fs,300,fs,3,0,0,,,0,0
O174,H,O,1904,1,54.48,2.92,,37F2,27.43,fs,180,fs,3,0,0,,,0,0
O175,H,O,1904,1,55.23,4.35,,39F4,43.89,fs,300,fs,3,0,0,,,0,0
O176,H,O,1904,1,55.4,6.43,,39F6,42.06,fs,360,fs,3,0,0,,,0,0
O177,H,O,1904,1,55.55,6.47,,40F6,42.06,fs,360,fs,3,0,0,,,1,0
O178,H,O,1904,1,55.43,6.67,,39F6,40.23,fs & ooze,450,mfs,2,0,0,,,1,0
O179,H,O,1904,1,55.6,6.52,,40F6,42.06,fs,450,fs,3,0,0,,,0,0
O180,H,O,1904,1,55.5,6.58,,39F6,42.06,fs,390,fs,3,0,0,,,0,0
O181,H,O,1904,1,55.8,6.57,,40F6,42.06,fs & ooze,450,mfs,2,0,0,,,1,0
O184,H,O,1904,1,54.4,2.68,,37F2,21.95,fs,345,fs,3,0,0,,,0,0
O186,H,O,1904,2,53.78,4.97,,36F4,36.58,m,300,m,2,0,0,,,0,0
O187,H,O,1904,2,53.65,4.63,,36F4,36.58,s & m,300,ms,3,0,0,,,0,0
O188,H,O,1904,2,54.93,8.18,,38F8,12.8,fs,120,fs,3,0,0,,,0,0
O216,H,O,1904,3,53.9,2.32,,36F2,56.69,m,315,m,2,0,0,,,0,0
O231,H,O,1904,3,52.58,4.45,,34F4,16.46,fgs,240,fs,3,0,0,,,0,0
O232,H,O,1904,3,53.1,3.87,,35F3,27.43,fdgs,360,fs,3,0,0,,,0,0
O234,H,O,1904,3,55.43,6.05,,39F6,45.72,s & oz,240,ms,2.5,0,0,,,0,0
O247,H,O,1904,4,54.3,2.5,,37F2,31.09,gs & sh,285,gr,4,1,0,,,0,0
O248,H,O,1904,4,54.33,2.42,,37F2,31.09,s & gvl,285,sgr,5,0,0,,,0,0
O266,H,O,1905,1,54.22,0.42,,37F0,56.69,fds,300,fs,3,0,0,,,0,0
O267,H,O,1905,1,54.23,0.42,,37F0,56.69,fds,300,fs,3,0,0,,,0,0
O268,H,O,1905,1,53.95,0.6,,36F0,47.55,fs,240,fs,3,0,0,,,0,0
O269,H,O,1905,1,54.1,1.13,,37F1,45.72,fs,240,fs,3,0,0,,,0,0
O270,H,O,1905,1,54.55,2.75,,38F2,29.26,fs,300,fs,3,0,0,,,0,0
O271,H,O,1905,1,54.65,2.63,,38F2,27.43,fs,300,fs,3,0,0,,,0,0
O272,H,O,1905,1,54.8,3.57,,38F3,21.95,fs,300,fs,3,0,0,,,0,0
O273,H,O,1905,1,54.98,2.65,,38F2,21.95,fs & m,300,mfs,2.5,0,0,,,0,0
O274,H,O,1905,1,54.8,2.77,,38F2,21.95,fs & m,300,mfs,2.5,0,0,,,0,0
O275,H,O,1905,1,54.85,3.5,,38F3,38.4,fs & m,165,mfs,2.5,0,0,,,0,0
O276,H,O,1905,1,53.45,2.9,,35F2,34.75,fs & m,300,mfs,2.5,0,0,,,1,0
O277,H,O,1905,1,53.45,2.8,,35F2,31.09,fgs,135,fs,3,0,0,,,0,0
O278,H,O,1905,1,54.22,1.02,,37F1,53.04,fds,300,fs,3,0,0,,,0,0
O279,H,O,1905,1,54.27,1.2,,37F1,49.38,fds,240,fs,3,0,0,,,0,0
O280,H,O,1905,1,54.33,1.13,,37F1,36.58,fs,240,fs,3,0,0,,,0,0
O281,H,O,1905,1,54.72,-0.93,,3.80E+10,36.58,fds,120,fs,3,0,0,,,0,0
O282,H,O,1905,1,54.7,-0.97,,3.80E+10,49.38,fds & m,120,mfs,2.5,0,0,,,0,0
O283,H,O,1905,1,54.72,-0.27,,3.80E+10,62.18,fds,120,fs,3,0,0,,,0,0
O284,H,O,1905,1,54.67,-0.3,,3.80E+10,64.01,fds,300,fs,3,0,0,,,0,0
O285,H,O,1905,1,54.68,-0.28,,3.80E+10,64.01,fds,300,fs,3,0,0,,,0,0
O286,H,O,1905,1,54.97,0.47,,38F0,78.64,fds,165,fs,3,0,0,,,0,0
O287,H,O,1905,1,55,0.7,,38F0,73.15,fds,300,fs,3,0,0,,,0,0
O289,H,O,1905,1,54.68,2.07,,38F2,21.95,fgs,300,fs,3,0,0,,,0,0
O290,H,O,1905,2,52.18,4.12,,33F4,20.12,ds,60,s,4,0,0,,,0,0
O291,H,O,1905,2,52.2,4.05,,33F4,21.95,d.br.s,60,s,4,0,0,,,0,0
O292,H,O,1905,2,52.22,3.92,,33F3,21.95,f.br.s,120,fs,3,0,0,,,0,0
O293,H,O,1905,2,52.27,4.02,,33F4,20.12,g.br.s,90,s,5,0,0,,,0,0
O294,H,O,1905,2,52.27,3.9,,33F3,21.95,g.br.s,90,s,5,0,0,,,0,0
O295,H,O,1905,2,52.28,3.8,,33F3,23.77,g.br.s,90,s,5,0,0,,,0,0
O296,H,O,1905,2,52.35,3.77,,33F3,25.6,g.br.s,95,s,5,0,0,,,0,0
O297,H,O,1905,2,52.3,2.65,,33F2,42.06,gs,120,s,5,0,0,,,0,0
O298,H,O,1905,2,52.33,2.73,,33F2,43.89,g.br.s,90,s,5,0,0,,,0,0
O299,H,O,1905,2,52.35,2.8,,33F2,38.4,g.br.s & sh,90,s,5,1,0,,,0,0
O301,H,O,1905,2,53.42,2.87,,35F2,29.26,fds,240,fs,3,0,0,,,0,0
O302,H,O,1905,2,53.3,3.2,,35F3,27.43,fds,240,fs,3,0,0,,,0,0
O303,H,O,1905,2,53.23,3.45,,35F3,25.6,fds,240,fs,3,0,0,,,0,0
O304,H,O,1905,2,53.18,3.77,,35F3,25.6,fds,270,fs,3,0,0,,,0,0
O306,H,O,1905,2,52.88,4.23,,34F4,27.43,fgs,270,fs,3,0,0,,,0,0
O310,H,O,1905,2,52.73,3.28,,34F3,29.26,fg.br.s,270,fs,3,0,0,,,0,0
O311,H,O,1905,2,52.73,3.2,,34F3,29.26,fgs,300,fs,3,0,0,,,0,0
O312,H,O,1905,2,54.05,0.7,,37F0,49.38,fds,240,fs,3,0,0,,,0,0
O313,H,O,1905,2,54.2,1.03,,37F1,51.21,fgs,120,fs,3,0,0,,,0,0
O314,H,O,1905,2,54.72,2.48,,38F2,23.77,fgs & sh,240,fs,3,1,0,,,0,0
O315,H,O,1905,2,54.65,2.87,,38F2,25.6,fdgs,240,fs,3,0,0,,,0,0
O316,H,O,1905,2,54.43,2.98,,37F2,34.75,fdgs,180,fs,3,0,0,,,0,0
O317,H,O,1905,2,54.37,3.58,,37F3,43.89,fds,180,fs,3,0,0,,,0,0
O318,H,O,1905,2,54.73,2.32,,38F2,21.95,fs & sh,300,fs,3,1,0,,,0,0
O319,H,O,1905,2,54.92,2.52,,38F2,23.77,fs & m,300,mfs,2.5,0,0,,,0,0
O320,H,O,1905,2,55.12,2.55,,39F2,27.43,fs & m,330,mfs,2.5,0,0,,,0,0
O321,H,O,1905,2,55.2,2.53,,39F2,31.09,fgs,300,fs,3,0,0,,,0,0
O324,H,O,1905,2,55.25,2.48,,39F2,36.58,fgs & sh,120,fs,3,1,0,,,0,0
O325,H,O,1905,2,55.92,2.82,,40F2,80.47,s & m,120,ms,3,0,0,,,0,0
O326,H,O,1905,2,56.42,3.25,,41F3,71.32,fs & m,120,mfs,2.5,0,0,,,0,0
O327,H,O,1905,3,56.13,1.57,,41F1,93.27,fs & m,120,mfs,2.5,0,0,,,0,0
O328,H,O,1905,3,55.08,0.63,,39F0,76.81,fs & m,120,mfs,2.5,0,0,,,0,0
O329,H,O,1905,3,54.35,0.67,,37F0,60.35,fds,300,fs,3,0,0,,,0,0
O330,H,O,1905,3,54.32,0.95,,37F0,49.38,fds,300,fs,3,0,0,,,0,0
O331,H,O,1905,3,54.6,1.12,,38F1,38.4,fdgs,300,fs,3,0,0,,,0,0
O332,H,O,1905,3,54.83,1.15,,38F1,47.55,fdgs,120,fs,3,0,0,,,0,0
O334,H,O,1905,3,55.02,1.07,,39F1,58.52,fsm,120,fs,3,0,0,,,0,0
O336,H,O,1905,3,55.45,1.3,,39F1,73.15,fsm,120,fs,3,0,0,,,0,0
O337,H,O,1905,3,55.22,0.37,,39F0,76.81,fsm,120,fs,3,0,0,,,0,0
O338,H,O,1905,3,54.95,0.27,,38F0,76.81,fsm,120,fs,3,0,0,,,0,0
O339,H,O,1905,3,54.7,-0.93,,3.80E+10,43.89,sm,120,fs,3,0,0,,,0,0
O340,H,O,1905,3,55.37,7.93,,39F7,18.29,fds,60,fs,3,0,0,,,0,0
O341,H,O,1905,3,55.67,6.65,,40F6,38.4,fds,60,fs,3,0,0,,,0,0
O343,H,O,1905,3,53.3,2.63,,35F2,29.26,fgs,240,fs,3,0,0,,,0,0
O344,H,O,1905,3,53.32,2.42,,35F2,29.26,fdgs,60,fs,3,0,0,,,0,0
O346,H,O,1905,3,53.17,3.13,,35F3,29.26,fdgs,240,fs,3,0,0,,,0,0
O347,H,O,1905,3,53.1,3.38,,35F3,29.26,fdgs,240,fs,3,0,0,,,0,0
O348,H,O,1905,3,52.87,4.5,,34F4,18.29,fgs,120,fs,3,0,0,,,0,0
O349,H,O,1905,3,52.88,3.38,,34F3,23.77,fgs,240,fs,3,0,0,,,0,0
